vehicle_number,violation_count,unique_zones,vehicle_type,last_seen,top_zone
FKN00GL10508,3,2,CAR,2024-03-19 06:12:46,GRID_13.01_77.55
FKN00GL105094,3,1,MOTOR CYCLE,2023-12-29 03:56:46,"BTP101 - Blood Bank Circle, KH Road"
FKN00GL105097,3,1,SCOOTER,2023-12-29 03:58:46,"BTP101 - Blood Bank Circle, KH Road"
FKN00GL104796,3,3,CAR,2023-12-26 02:39:46,"BTP127 - Sagar Hospital, Jayanagar"
FKN00GL10483,3,3,SCOOTER,2024-02-17 12:27:46,GRID_12.96_77.55
FKN00GL60727,3,1,MOTOR CYCLE,2024-04-06 12:42:46,GRID_12.99_77.73
FKN00GL60740,3,1,MINI LORRY,2024-04-07 05:32:46,BTP051 - Safina Plaza Junction
FKN00GL60747,3,1,PASSENGER AUTO,2024-04-06 09:12:46,BTP044 - Sagar Theatre Junction
FKN00GL60757,3,1,CAR,2024-04-06 09:40:46,BTP044 - Sagar Theatre Junction
FKN00GL60760,3,1,SCOOTER,2024-02-25 09:00:46,GRID_12.98_77.6
FKN00GL61333,3,2,LGV,2024-04-06 05:54:46,"BTP083 - AS Char Street, Mysore Road"
FKN00GL61395,3,1,SCOOTER,2024-04-06 10:12:46,GRID_13.01_77.55
FKN00GL6142,3,3,PASSENGER AUTO,2024-03-10 09:12:46,BTP057 - Anand Rao Junction
FKN00GL60866,3,2,CAR,2024-02-24 12:40:46,BTP220 - Puttanna Junction
FKN00GL6088,3,1,SCOOTER,2024-02-02 09:00:46,BTP032 - Windsor Circle
FKN00GL60901,3,3,CAR,2024-03-08 08:31:46,GRID_13.19_77.68
FKN00GL60924,3,1,MOTOR CYCLE,2024-02-26 01:12:46,BTP044 - Sagar Theatre Junction
FKN00GL6096,3,2,SCOOTER,2024-03-11 11:28:46,BTP044 - Sagar Theatre Junction
FKN00GL170127,3,2,MOTOR CYCLE,2023-12-28 04:45:46,GRID_13.04_77.59
FKN00GL17025,3,1,CAR,2024-02-15 07:20:46,"BTP182 - 19th Main Junction, Rajajinagar"
FKN00GL170315,3,1,PASSENGER AUTO,2024-01-06 05:06:46,GRID_13.04_77.59
FKN00GL170438,3,1,CAR,2024-01-05 12:44:46,BTP032 - Windsor Circle
FKN00GL170464,3,1,SCOOTER,2023-12-30 03:43:46,BTP027 - Modi Bridge Junction
FKN00GL170479,3,1,MAXI-CAB,2023-12-28 04:46:46,GRID_12.96_77.72
FKN00GL16975,3,3,PASSENGER AUTO,2024-02-14 07:35:46,GRID_12.97_77.58
FKN00GL169795,3,1,CAR,2023-12-31 09:29:46,GRID_13.01_77.55
FKN00GL61591,3,2,PASSENGER AUTO,2024-04-06 11:05:46,GRID_13.01_77.55
FKN00GL61612,3,1,SCOOTER,2024-03-02 08:21:46,GRID_12.99_77.75
FKN00GL61627,3,3,LGV,2024-02-25 06:14:46,"BTP080 - NR Road, SP Road Junction"
FKN00GL61112,3,1,GOODS AUTO,2024-04-04 13:22:46,GRID_12.87_77.65
FKN00GL1698,3,2,CAR,2024-03-13 07:53:46,BTP058 - Subbanna Junction
FKN00GL169851,3,1,TEMPO,2024-01-11 02:28:46,BTP167 - JC Road Junction
FKN00GL16996,3,1,PASSENGER AUTO,2024-02-11 12:16:46,BTP082 - KR Market Junction
FKN00GL170050,3,1,SCOOTER,2024-01-19 03:59:46,BTP020 - Hosahalli Metro Station
FKN00GL16801,3,2,CAR,2024-01-17 10:53:46,GRID_12.98_77.63
FKN00GL16803,3,2,SCOOTER,2024-03-31 09:33:46,BTP104 - Medical College Circle
FKN00GL168734,3,1,SCOOTER,2024-01-24 00:59:46,BTP082 - KR Market Junction
FKN00GL16895,3,2,CAR,2024-01-21 07:21:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL168976,3,2,MOTOR CYCLE,2024-03-07 03:31:46,GRID_12.93_77.69
FKN00GL169015,3,3,SCOOTER,2024-03-14 07:50:46,GRID_12.9_77.68
FKN00GL61164,3,2,MAXI-CAB,2024-02-25 04:47:46,GRID_13.19_77.68
FKN00GL6122,3,3,PASSENGER AUTO,2024-03-31 09:51:46,BTP045 - Danvanthri Road Junction
FKN00GL128204,3,1,SCOOTER,2023-11-23 07:01:46,BTP020 - Hosahalli Metro Station
FKN00GL128222,3,1,CAR,2024-01-14 08:31:46,BTP058 - Subbanna Junction
FKN00GL62135,3,1,LGV,2024-03-17 01:16:46,"BTP083 - AS Char Street, Mysore Road"
FKN00GL62175,3,1,CAR,2024-02-26 01:03:46,BTP058 - Subbanna Junction
FKN00GL61428,3,2,PASSENGER AUTO,2024-04-04 07:22:46,BTP051 - Safina Plaza Junction
FKN00GL61498,3,2,PASSENGER AUTO,2024-02-25 11:13:46,GRID_12.96_77.72
FKN00GL61524,3,3,CAR,2024-02-27 06:04:46,BTP010 - Rajajinagar Entrance
FKN00GL104839,3,2,MOTOR CYCLE,2024-01-25 05:15:46,GRID_12.99_77.59
FKN00GL104856,3,1,SCOOTER,2023-12-27 03:56:46,BTP032 - Windsor Circle
FKN00GL104862,3,1,SCOOTER,2024-01-09 08:45:46,BTP032 - Windsor Circle
FKN00GL104585,3,1,PASSENGER AUTO,2023-12-24 11:15:46,GRID_13.0_77.7
FKN00GL104602,3,2,PASSENGER AUTO,2024-01-06 09:09:46,GRID_13.01_77.7
FKN00GL104611,3,1,PASSENGER AUTO,2024-01-08 10:01:46,GRID_13.0_77.7
FKN00GL61528,3,2,SCOOTER,2024-04-06 13:39:46,GRID_12.99_77.6
FKN00GL6157,3,2,MOTOR CYCLE,2024-02-02 11:41:46,BTP027 - Modi Bridge Junction
FKN00GL61586,3,2,PASSENGER AUTO,2024-02-25 11:52:46,BTP051 - Safina Plaza Junction
FKN00GL62498,3,1,PASSENGER AUTO,2024-04-06 11:10:46,BTP040 - Elite Junction
FKN00GL61694,3,2,CAR,2024-03-03 07:34:46,"BTP080 - NR Road, SP Road Junction"
FKN00GL61711,3,2,CAR,2024-04-06 06:13:46,BTP058 - Subbanna Junction
FKN00GL6173,3,2,MOTOR CYCLE,2024-03-05 10:13:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL61761,3,1,LGV,2024-04-05 10:33:46,GRID_12.9_77.64
FKN00GL61794,3,2,MOTOR CYCLE,2024-04-06 06:13:46,BTP040 - Elite Junction
FKN00GL61884,3,1,MOPED,2024-03-31 03:14:46,BTP027 - Modi Bridge Junction
FKN00GL169385,3,1,CAR,2024-03-24 04:16:46,GRID_12.99_77.61
FKN00GL169576,3,2,PASSENGER AUTO,2024-01-08 10:05:46,BTP211 - Central Street Junction
FKN00GL169589,3,3,LGV,2024-01-04 07:38:46,BTP058 - Subbanna Junction
FKN00GL166422,3,1,MAXI-CAB,2023-11-26 10:41:46,BTP051 - Safina Plaza Junction
FKN00GL166638,3,1,SCOOTER,2023-11-25 09:30:46,GRID_12.96_77.7
FKN00GL128058,3,2,PASSENGER AUTO,2023-12-15 08:27:46,BTP045 - Danvanthri Road Junction
FKN00GL128168,3,1,CAR,2023-12-20 03:55:46,"BTP145 - Sri Hatti Maramma Circle, Domluru"
FKN00GL128174,3,1,CAR,2024-01-10 03:24:46,GRID_12.99_77.57
FKN00GL128202,3,1,MOTOR CYCLE,2023-11-17 09:47:46,BTP020 - Hosahalli Metro Station
FKN00GL167297,3,1,SCOOTER,2024-01-06 05:00:46,GRID_12.99_77.59
FKN00GL16771,3,1,SCOOTER,2024-01-13 06:42:46,GRID_13.04_77.59
FKN00GL62600,3,2,MOTOR CYCLE,2024-04-06 06:39:46,BTP058 - Subbanna Junction
FKN00GL62667,3,2,SCOOTER,2024-04-06 06:39:46,BTP040 - Elite Junction
FKN00GL6267,3,2,SCOOTER,2024-04-07 09:31:46,BTP061 - Bhashyam Circle
FKN00GL62670,3,1,CAR,2024-02-26 05:06:46,BTP061 - Bhashyam Circle
FKN00GL62671,3,1,SCOOTER,2024-03-14 11:03:46,BTP082 - KR Market Junction
FKN00GL62679,3,1,SCOOTER,2024-02-26 11:31:46,BTP082 - KR Market Junction
FKN00GL62774,3,3,PASSENGER AUTO,2024-02-26 06:40:46,BTP048 - Shanthala Junction
FKN00GL62273,3,1,MOTOR CYCLE,2024-02-26 02:08:46,BTP082 - KR Market Junction
FKN00GL62320,3,1,SCOOTER,2024-02-25 13:00:46,BTP135 - UCO Bank Junction
FKN00GL62374,3,1,MAXI-CAB,2024-03-12 03:31:46,BTP074 - Leprosy Hospital Junction
FKN00GL62401,3,3,PASSENGER AUTO,2024-03-28 10:26:46,BTP082 - KR Market Junction
FKN00GL6248,3,3,SCOOTER,2024-02-11 11:41:46,BTP008 - Navarang Theatre
FKN00GL62489,3,1,LGV,2024-04-06 10:15:46,GRID_12.92_77.62
FKN00GL6249,3,1,SCOOTER,2024-03-25 10:35:46,BTP082 - KR Market Junction
FKN00GL63043,3,2,MAXI-CAB,2024-04-06 07:11:46,BTP058 - Subbanna Junction
FKN00GL6307,3,1,MOTOR CYCLE,2024-03-29 11:03:46,BTP051 - Safina Plaza Junction
FKN00GL63105,3,1,CAR,2024-04-06 07:10:46,BTP058 - Subbanna Junction
FKN00GL6253,3,1,SCOOTER,2024-04-03 11:15:46,BTP082 - KR Market Junction
FKN00GL6254,3,1,SCOOTER,2024-03-25 10:38:46,BTP082 - KR Market Junction
FKN00GL62588,3,3,CAR,2024-04-06 07:16:46,BTP044 - Sagar Theatre Junction
FKN00GL128228,3,2,MOTOR CYCLE,2023-11-16 05:12:46,BTP032 - Windsor Circle
FKN00GL128456,3,3,PASSENGER AUTO,2023-12-16 10:24:46,GRID_13.03_77.62
FKN00GL127484,3,2,MOTOR CYCLE,2024-01-17 07:21:46,GRID_13.03_77.59
FKN00GL127496,3,2,PASSENGER AUTO,2023-12-12 12:03:46,BTP045 - Danvanthri Road Junction
FKN00GL1276,3,1,CAR,2024-03-30 06:28:46,GRID_13.0_77.57
FKN00GL12764,3,2,SCOOTER,2024-03-29 10:32:46,BTP008 - Navarang Theatre
FKN00GL166909,3,1,SCOOTER,2023-11-27 07:58:46,BTP010 - Rajajinagar Entrance
FKN00GL16692,3,1,LGV,2024-01-14 10:18:46,GRID_12.95_77.72
FKN00GL166941,3,1,SCOOTER,2024-03-26 03:59:46,GRID_13.06_77.59
FKN00GL166961,3,3,VAN,2024-01-17 07:41:46,"BTP083 - AS Char Street, Mysore Road"
FKN00GL104706,3,1,SCOOTER,2024-01-22 09:14:46,GRID_13.07_77.59
FKN00GL104734,3,3,MAXI-CAB,2024-01-27 12:51:46,GRID_13.18_77.68
FKN00GL104739,3,2,MOTOR CYCLE,2024-01-02 12:30:46,"BTP070 - Cholurpalya Junction, Magadi Road"
FKN00GL104749,3,1,SCOOTER,2024-01-16 12:38:46,GRID_12.93_77.61
FKN00GL104234,3,1,SCOOTER,2024-01-27 05:26:46,GRID_13.04_77.59
FKN00GL10433,3,2,LGV,2024-02-23 06:37:46,BTP082 - KR Market Junction
FKN00GL6330,3,1,CAR,2024-02-15 03:00:46,GRID_12.96_77.54
FKN00GL63306,3,1,CAR,2024-04-07 04:21:46,GRID_13.01_77.62
FKN00GL63313,3,2,CAR,2024-03-02 06:28:46,BTP032 - Windsor Circle
FKN00GL63351,3,1,MAXI-CAB,2024-04-06 07:15:46,BTP058 - Subbanna Junction
FKN00GL6336,3,1,PASSENGER AUTO,2024-02-02 06:34:46,BTP043 - Upparpet Junction
FKN00GL6338,3,1,SCOOTER,2024-03-30 11:36:46,BTP130 - GD Mara Junction
FKN00GL62810,3,2,MOTOR CYCLE,2024-04-07 09:02:46,BTP044 - Sagar Theatre Junction
FKN00GL62905,3,1,CAR,2024-03-19 06:17:46,BTP058 - Subbanna Junction
FKN00GL62956,3,1,MOTOR CYCLE,2024-02-27 10:44:46,BTP082 - KR Market Junction
FKN00GL62987,3,1,SCOOTER,2024-03-02 08:58:46,BTP051 - Safina Plaza Junction
FKN00GL63852,3,2,PASSENGER AUTO,2024-03-03 06:19:46,GRID_12.93_77.69
FKN00GL63853,3,1,LGV,2024-04-01 23:27:46,GRID_12.97_77.51
FKN00GL63892,3,3,CAR,2024-03-01 01:26:46,"BTP083 - AS Char Street, Mysore Road"
FKN00GL63216,3,1,CAR,2024-04-07 04:28:46,GRID_13.01_77.62
FKN00GL104686,3,2,MOTOR CYCLE,2024-01-10 12:06:46,BTP040 - Elite Junction
FKN00GL104700,3,2,CAR,2024-03-26 02:03:46,BTP058 - Subbanna Junction
FKN00GL167996,3,1,CAR,2023-11-29 07:39:46,"BTP026 - 1st Block Junction, Rajajinagar"
FKN00GL165924,3,1,SCOOTER,2024-01-14 10:30:46,BTP044 - Sagar Theatre Junction
FKN00GL165926,3,2,PASSENGER AUTO,2024-01-07 09:14:46,BTP051 - Safina Plaza Junction
FKN00GL166082,3,1,CAR,2023-11-26 10:09:46,BTP040 - Elite Junction
FKN00GL16619,3,1,CAR,2024-01-18 00:41:46,BTP058 - Subbanna Junction
FKN00GL166231,3,1,CAR,2024-01-09 05:11:46,GRID_13.01_77.57
FKN00GL16627,3,1,SCOOTER,2024-01-30 03:49:46,GRID_12.93_77.69
FKN00GL166364,3,2,MOTOR CYCLE,2023-11-27 12:19:46,GRID_12.98_77.61
FKN00GL165352,3,1,PASSENGER AUTO,2024-01-02 06:18:46,BTP211 - Central Street Junction
FKN00GL16542,3,3,GOODS AUTO,2024-01-17 12:33:46,BTP075 - Police Corner
FKN00GL64018,3,1,SCOOTER,2024-03-08 13:40:46,GRID_12.99_77.66
FKN00GL64039,3,2,SCOOTER,2024-04-06 08:06:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL63421,3,2,SCOOTER,2024-02-27 11:30:46,BTP051 - Safina Plaza Junction
FKN00GL6358,3,2,LGV,2024-03-19 09:25:46,BTP043 - Upparpet Junction
FKN00GL63580,3,2,SCOOTER,2024-03-26 09:00:46,"BTP070 - Cholurpalya Junction, Magadi Road"
FKN00GL6361,3,1,SCOOTER,2024-02-01 08:07:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL165492,3,2,CAR,2024-03-13 08:52:46,GRID_13.0_77.58
FKN00GL165545,3,1,MOTOR CYCLE,2023-11-26 10:43:46,BTP051 - Safina Plaza Junction
FKN00GL165712,3,3,PASSENGER AUTO,2024-01-12 01:32:46,BTP045 - Danvanthri Road Junction
FKN00GL165849,3,1,SCOOTER,2024-01-01 08:35:46,BTP051 - Safina Plaza Junction
FKN00GL164457,3,2,SCOOTER,2024-01-12 05:06:46,GRID_12.93_77.69
FKN00GL164496,3,2,MOTOR CYCLE,2024-01-24 10:25:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL164537,3,1,CAR,2023-12-26 00:42:46,BTP040 - Elite Junction
FKN00GL164542,3,1,CAR,2023-12-28 01:29:46,BTP058 - Subbanna Junction
FKN00GL164843,3,3,CAR,2024-03-25 04:59:46,BTP044 - Sagar Theatre Junction
FKN00GL63612,3,1,SCOOTER,2024-03-11 09:17:46,BTP044 - Sagar Theatre Junction
FKN00GL6417,3,2,MAXI-CAB,2024-02-02 11:07:46,GRID_13.05_77.58
FKN00GL64185,3,2,MOTOR CYCLE,2024-04-06 10:35:46,GRID_12.93_77.69
FKN00GL64207,3,2,MAXI-CAB,2024-02-27 02:57:46,"BTP170 - Dr. Bheem Rao Palace, Chord Road"
FKN00GL64215,3,2,MAXI-CAB,2024-03-05 10:49:46,BTP211 - Central Street Junction
FKN00GL164987,3,3,PASSENGER AUTO,2024-01-11 12:03:46,BTP076 - Hudson Circle
FKN00GL165060,3,1,PASSENGER AUTO,2024-01-27 01:03:46,BTP040 - Elite Junction
FKN00GL165193,3,1,SCOOTER,2024-03-24 08:18:46,GRID_13.07_77.59
FKN00GL165248,3,1,SCOOTER,2023-12-25 02:15:46,GRID_13.01_77.7
FKN00GL163724,3,1,MOTOR CYCLE,2024-01-31 11:17:46,BTP010 - Rajajinagar Entrance
FKN00GL16383,3,1,SCOOTER,2024-03-08 15:09:46,GRID_13.0_77.61
FKN00GL164029,3,1,SCOOTER,2023-12-21 12:26:46,GRID_13.0_77.67
FKN00GL12876,3,1,MOTOR CYCLE,2024-03-31 23:59:46,GRID_13.01_77.7
FKN00GL63917,3,1,CAR,2024-04-06 10:51:46,GRID_13.01_77.62
FKN00GL63929,3,1,SCOOTER,2024-02-27 01:25:46,BTP082 - KR Market Junction
FKN00GL63931,3,1,CAR,2024-04-06 10:51:46,GRID_13.01_77.62
FKN00GL63937,3,1,SCOOTER,2024-04-06 00:45:46,GRID_13.01_77.7
FKN00GL104342,3,1,MOTOR CYCLE,2024-01-07 02:07:46,GRID_12.93_77.61
FKN00GL104487,3,3,CAR,2024-01-15 11:58:46,GRID_12.97_77.64
FKN00GL128874,3,1,CAR,2024-01-18 11:29:46,GRID_12.91_77.64
FKN00GL128881,3,1,CAR,2023-12-12 10:21:46,BTP032 - Windsor Circle
FKN00GL128953,3,1,SCOOTER,2023-11-23 11:25:46,BTP051 - Safina Plaza Junction
FKN00GL128993,3,1,SCOOTER,2023-12-13 11:53:46,GRID_13.0_77.61
FKN00GL127949,3,3,MAXI-CAB,2024-01-10 10:47:46,BTP063 - Siddalingaiah Circle
FKN00GL127968,3,3,PASSENGER AUTO,2023-12-26 07:05:46,BTP040 - Elite Junction
FKN00GL16404,3,2,CAR,2024-01-21 03:38:46,BTP064 - Devanga Hostel Junction
FKN00GL16415,3,2,CAR,2024-01-21 03:10:46,GRID_13.0_77.61
FKN00GL16430,3,2,CAR,2024-01-21 02:33:46,GRID_12.96_77.56
FKN00GL10455,3,1,CAR,2024-01-28 12:00:46,"BTP016 - 5th Main Road, RPC Layout"
FKN00GL104562,3,3,CAR,2023-12-24 10:26:46,BTP044 - Sagar Theatre Junction
FKN00GL10393,3,2,SCOOTER,2024-01-29 04:06:46,BTP085 - Briyand Circle
FKN00GL104033,3,2,MOPED,2023-12-25 16:21:46,GRID_12.91_77.64
FKN00GL64158,3,3,CAR,2024-03-03 02:59:46,GRID_12.89_77.64
FKN00GL163689,3,2,SCOOTER,2023-12-24 04:11:46,BTP045 - Danvanthri Road Junction
FKN00GL163702,3,1,CAR,2023-12-26 04:51:46,BTP058 - Subbanna Junction
FKN00GL64687,3,1,SCOOTER,2024-02-27 06:01:46,BTP020 - Hosahalli Metro Station
FKN00GL64691,3,2,OTHERS,2024-02-27 05:46:46,GRID_12.94_77.7
FKN00GL64697,3,1,SCOOTER,2024-02-27 05:19:46,BTP020 - Hosahalli Metro Station
FKN00GL64774,3,2,PASSENGER AUTO,2024-04-06 08:50:46,BTP040 - Elite Junction
FKN00GL64797,3,3,CAR,2024-04-06 04:31:46,GRID_13.06_77.65
FKN00GL64325,3,3,MAXI-CAB,2024-02-27 03:25:46,GRID_12.93_77.68
FKN00GL64407,3,3,SCOOTER,2024-04-06 03:50:46,GRID_13.01_77.55
FKN00GL64462,3,1,CAR,2024-02-27 04:04:46,GRID_13.0_77.61
FKN00GL64483,3,1,LGV,2024-02-27 04:23:46,"BTP083 - AS Char Street, Mysore Road"
FKN00GL64493,3,3,CAR,2024-04-06 13:33:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL64612,3,2,CAR,2024-04-06 09:58:46,BTP043 - Upparpet Junction
FKN00GL6463,3,3,CAR,2024-02-02 12:36:46,BTP008 - Navarang Theatre
FKN00GL64067,3,2,CAR,2024-04-06 08:10:46,GRID_12.96_77.72
FKN00GL64100,3,1,MOTOR CYCLE,2024-03-19 07:01:46,GRID_13.05_77.58
FKN00GL6511,3,3,MAXI-CAB,2024-03-12 08:12:46,GRID_12.93_77.69
FKN00GL65167,3,1,SCOOTER,2024-04-06 04:50:46,BTP032 - Windsor Circle
FKN00GL64642,3,2,CAR,2024-04-06 10:47:46,BTP057 - Anand Rao Junction
FKN00GL64661,3,1,CAR,2024-02-27 05:48:46,BTP216 - Yediyur Junction
FKN00GL64666,3,1,SCOOTER,2024-03-01 09:06:46,BTP020 - Hosahalli Metro Station
FKN00GL16315,3,1,SCOOTER,2024-01-21 08:08:46,BTP051 - Safina Plaza Junction
FKN00GL163181,3,1,SCOOTER,2023-12-28 11:09:46,GRID_12.91_77.64
FKN00GL163353,3,1,CAR,2023-12-31 08:27:46,GRID_13.01_77.57
FKN00GL1634,3,2,SCOOTER,2024-03-15 13:18:46,"BTP070 - Cholurpalya Junction, Magadi Road"
FKN00GL163412,3,2,PASSENGER AUTO,2024-01-18 07:03:46,BTP040 - Elite Junction
FKN00GL163460,3,1,CAR,2024-01-22 10:33:46,GRID_13.07_77.59
FKN00GL16347,3,2,LGV,2024-01-21 05:41:46,"BTP083 - AS Char Street, Mysore Road"
FKN00GL163497,3,1,CAR,2024-01-31 10:37:46,BTP010 - Rajajinagar Entrance
FKN00GL163554,3,1,MAXI-CAB,2024-01-02 01:20:46,GRID_13.18_77.68
FKN00GL16356,3,3,CAR,2024-01-21 05:00:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL163643,3,1,SCOOTER,2023-12-28 05:15:46,GRID_13.07_77.59
FKN00GL161864,3,3,PASSENGER AUTO,2024-01-26 09:02:46,GRID_13.08_77.64
FKN00GL161998,3,1,SCOOTER,2023-12-23 02:48:46,BTP032 - Windsor Circle
FKN00GL162167,3,2,SCOOTER,2024-01-09 10:25:46,GRID_13.01_77.56
FKN00GL1623,3,1,CAR,2023-11-19 11:38:46,GRID_13.03_77.58
FKN00GL16233,3,1,CAR,2024-01-21 14:45:46,GRID_12.97_77.64
FKN00GL162542,3,3,LGV,2024-01-20 04:04:46,GRID_12.84_77.64
FKN00GL162751,3,2,GOODS AUTO,2024-01-31 05:45:46,BTP058 - Subbanna Junction
FKN00GL1628,3,2,PASSENGER AUTO,2024-03-15 04:48:46,"BTP080 - NR Road, SP Road Junction"
FKN00GL162934,3,1,SCOOTER,2024-01-16 08:39:46,BTP044 - Sagar Theatre Junction
FKN00GL163119,3,1,SCOOTER,2024-01-18 09:29:46,GRID_13.0_77.56
FKN00GL160779,3,1,SCOOTER,2024-01-20 03:50:46,GRID_12.99_77.59
FKN00GL64931,3,1,MAXI-CAB,2024-03-21 11:42:46,BTP130 - GD Mara Junction
FKN00GL64938,3,3,CAR,2024-02-20 10:12:46,GRID_12.89_77.64
FKN00GL65043,3,2,CAR,2024-02-27 08:06:46,BTP082 - KR Market Junction
FKN00GL65055,3,2,SCOOTER,2024-02-27 06:42:46,BTP027 - Modi Bridge Junction
FKN00GL65106,3,1,CAR,2024-04-06 09:10:46,BTP058 - Subbanna Junction
FKN00GL65763,3,2,PASSENGER AUTO,2024-02-27 12:17:46,GRID_12.96_77.55
FKN00GL65764,3,3,CAR,2024-02-27 12:10:46,GRID_13.19_77.68
FKN00GL65766,3,1,SCOOTER,2024-03-20 09:44:46,GRID_13.0_77.67
FKN00GL65786,3,1,SCOOTER,2024-02-27 11:39:46,GRID_13.0_77.67
FKN00GL65201,3,2,PASSENGER AUTO,2024-02-22 12:55:46,GRID_13.01_77.57
FKN00GL104046,3,2,MAXI-CAB,2023-12-19 06:36:46,GRID_12.92_77.69
FKN00GL104049,3,1,SCOOTER,2024-01-09 08:12:46,BTP032 - Windsor Circle
FKN00GL104064,3,1,SCOOTER,2024-01-20 06:29:46,GRID_12.99_77.59
FKN00GL104069,3,1,SCOOTER,2023-12-19 08:47:46,BTP027 - Modi Bridge Junction
FKN00GL104168,3,2,CAR,2024-01-01 10:29:46,GRID_13.0_77.52
FKN00GL104203,3,3,MAXI-CAB,2023-12-20 05:17:46,GRID_12.93_77.69
FKN00GL103684,3,1,SCOOTER,2023-12-21 08:02:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL65396,3,2,BUS (BMTC/KSRTC),2024-03-02 03:10:46,GRID_12.95_77.7
FKN00GL65424,3,2,SCOOTER,2024-02-15 05:30:46,GRID_12.99_77.74
FKN00GL65482,3,1,SCOOTER,2024-03-27 10:12:46,BTP027 - Modi Bridge Junction
FKN00GL64876,3,2,CAR,2024-03-12 11:29:46,GRID_12.97_77.61
FKN00GL65557,3,3,MAXI-CAB,2024-04-08 02:53:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL65579,3,2,PASSENGER AUTO,2024-03-17 13:45:46,GRID_12.98_77.61
FKN00GL65604,3,1,SCOOTER,2024-02-27 11:22:46,BTP051 - Safina Plaza Junction
FKN00GL65605,3,1,SCOOTER,2024-03-19 10:46:46,BTP051 - Safina Plaza Junction
FKN00GL65606,3,1,SCOOTER,2024-02-27 11:22:46,BTP051 - Safina Plaza Junction
FKN00GL161013,3,1,SCOOTER,2024-01-10 13:41:46,GRID_12.93_77.61
FKN00GL161079,3,2,CAR,2024-01-21 01:02:46,BTP058 - Subbanna Junction
FKN00GL161184,3,1,MOTOR CYCLE,2024-01-19 09:12:46,"BTP026 - 1st Block Junction, Rajajinagar"
FKN00GL161196,3,1,SCOOTER,2024-03-30 09:10:46,BTP057 - Anand Rao Junction
FKN00GL161319,3,1,PASSENGER AUTO,2024-01-21 06:26:46,BTP040 - Elite Junction
FKN00GL161489,3,1,MOTOR CYCLE,2024-01-30 04:55:46,BTP032 - Windsor Circle
FKN00GL161572,3,1,SCOOTER,2024-01-06 04:57:46,GRID_12.97_77.61
FKN00GL161632,3,1,SCOOTER,2023-12-24 08:11:46,BTP027 - Modi Bridge Junction
FKN00GL65607,3,2,CAR,2024-02-27 10:05:46,GRID_12.99_77.57
FKN00GL65629,3,1,SCOOTER,2024-03-01 11:50:46,GRID_12.98_77.61
FKN00GL65719,3,1,CAR,2024-02-28 04:09:46,BTP193 - Vasavi Circle
FKN00GL66105,3,1,SCOOTER,2024-03-28 00:24:46,BTP082 - KR Market Junction
FKN00GL66114,3,3,PASSENGER AUTO,2024-02-28 02:37:46,GRID_12.98_77.68
FKN00GL66175,3,2,CAR,2024-02-27 12:33:46,BTP057 - Anand Rao Junction
FKN00GL66186,3,1,LGV,2024-04-08 03:28:46,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road"
FKN00GL66246,3,1,CAR,2024-03-27 01:49:46,GRID_12.96_77.67
FKN00GL65797,3,2,MAXI-CAB,2024-04-06 02:49:46,GRID_12.89_77.64
FKN00GL6584,3,1,SCOOTER,2024-02-03 12:36:46,GRID_13.07_77.59
FKN00GL65959,3,1,SCOOTER,2024-02-21 05:44:46,GRID_13.09_77.59
FKN00GL65980,3,3,CAR,2024-03-27 03:01:46,GRID_12.97_77.71
FKN00GL65989,3,2,MAXI-CAB,2024-02-28 04:33:46,BTP040 - Elite Junction
FKN00GL6599,3,2,PASSENGER AUTO,2024-04-06 08:31:46,BTP061 - Bhashyam Circle
FKN00GL65993,3,2,CAR,2024-02-28 00:52:46,BTP058 - Subbanna Junction
FKN00GL66005,3,2,CAR,2024-02-28 01:03:46,BTP058 - Subbanna Junction
FKN00GL6604,3,1,SCOOTER,2024-02-01 01:06:46,BTP100 - Richmond Circle
FKN00GL66042,3,2,CAR,2024-03-15 01:39:46,BTP044 - Sagar Theatre Junction
FKN00GL65543,3,2,MAXI-CAB,2024-04-07 05:26:46,GRID_13.01_77.55
FKN00GL16066,3,1,CAR,2024-04-07 00:54:46,BTP058 - Subbanna Junction
FKN00GL16067,3,2,CAR,2024-01-22 09:35:46,BTP058 - Subbanna Junction
FKN00GL158945,3,1,MOTOR CYCLE,2023-12-20 04:38:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL15895,3,1,PASSENGER AUTO,2024-02-18 12:00:46,GRID_13.01_77.55
FKN00GL15908,3,2,MOTOR CYCLE,2024-01-22 11:48:46,BTP122 - Siddapura Junction
FKN00GL1591,3,1,SCOOTER,2024-01-16 02:57:46,GRID_13.0_77.61
FKN00GL66261,3,1,SCOOTER,2024-03-06 11:48:46,BTP146 - Domlur Water Tank
